task_name,input_file_name,city
Sudan Chowk,sudan_chowk.mp3,JALANDHAR
Sunder Nagar Mohalla,sunder_nagar_mohalla.mp3,JALANDHAR
Sudhama Vihar,sudhama_vihar.mp3,JALANDHAR
Sunny Prime,sunny_prime.mp3,JALANDHAR
Sunshine Avenue,sunshine_avenue.mp3,JALANDHAR
Sunyara Mohalla,sunyara_mohalla.mp3,JALANDHAR
SURAJ GANJ,suraj_ganj.mp3,JALANDHAR
Surat Nagar,surat_nagar.mp3,JALANDHAR
Surya Enclave,surya_enclave.mp3,JALANDHAR
Sant Vihar,sant_vihar.mp3,JALANDHAR
Shanti Vihar,shanti_vihar.mp3,JALANDHAR
Surya Vihar,surya_vihar.mp3,JALANDHAR
Surya Nagar,surya_nagar.mp3,JALANDHAR
Tagore Nagar,tagore_nagar.mp3,JALANDHAR
Swarn Park,swarn_park.mp3,JALANDHAR
TALAB BARIAN,talab_barian.mp3,JALANDHAR
Tagri Mohalla,tagri_mohalla.mp3,JALANDHAR
Tagore Park,tagore_park.mp3,JALANDHAR
Surjit Nagar,surjit_nagar.mp3,JALANDHAR
Talhi Mohalla,talhi_mohalla.mp3,JALANDHAR
Tanda Road Hanuman Mandir Chowk to,tanda_road_hanuman_mandir_chowk_to.mp3,JALANDHAR
TARA COLONY GARHA,tara_colony_garha.mp3,JALANDHAR
Tanki Wali Gali,tanki_wali_gali.mp3,JALANDHAR
Tara Chand Colony Garha,tara_chand_colony_garha.mp3,JALANDHAR
Taranwali Gali,taranwali_gali.mp3,JALANDHAR
Swami Lal JI Nagar,swami_lal_ji_nagar.mp3,JALANDHAR
Tara Singh Avenue,tara_singh_avenue.mp3,JALANDHAR
Tarun Enclave,tarun_enclave.mp3,JALANDHAR
Teacher Colony,teacher_colony.mp3,JALANDHAR
Tej Mohan Nagar,tej_mohan_nagar.mp3,JALANDHAR
Tej Mohan Nagar Gali,tej_mohan_nagar_gali.mp3,JALANDHAR
TEJ MOHAN NAGAR ROAD,tej_mohan_nagar_road.mp3,JALANDHAR
Telian Mohalla,telian_mohalla.mp3,JALANDHAR
Thakur Enclave,thakur_enclave.mp3,JALANDHAR
Tarkhana Mohalla,tarkhana_mohalla.mp3,JALANDHAR
Thakur Singh Colony,thakur_singh_colony.mp3,JALANDHAR
Three Star Colony,three_star_colony.mp3,JALANDHAR
Thapra Mohalla,thapra_mohalla.mp3,JALANDHAR
Tikki Bagh Chowk,tikki_bagh_chowk.mp3,JALANDHAR
Tobri Mohalla,tobri_mohalla.mp3,JALANDHAR
Tokri Chowk Bhargo Camp,tokri_chowk_bhargo_camp.mp3,JALANDHAR
Toor Enclave,toor_enclave.mp3,JALANDHAR
Tilak Nagar,tilak_nagar.mp3,JALANDHAR
Tower Enclave Phase,tower_enclave_phase.mp3,JALANDHAR
Thind Enclave,thind_enclave.mp3,JALANDHAR
Tower Enclave,tower_enclave.mp3,JALANDHAR
Talab Bharian,talab_bharian.mp3,JALANDHAR
Tower Town Colony,tower_town_colony.mp3,JALANDHAR
Transport Nagar,transport_nagar.mp3,JALANDHAR
Ucha Suraj Gunj,ucha_suraj_gunj.mp3,JALANDHAR
Udhay Nagar,udhay_nagar.mp3,JALANDHAR
Tubewell wali Gali,tubewell_wali_gali.mp3,JALANDHAR
Udyog Nagar,udyog_nagar.mp3,JALANDHAR
Ujala Nagar,ujala_nagar.mp3,JALANDHAR
Universal Colony,universal_colony.mp3,JALANDHAR
UNIVERSAL MITHAPUR,universal_mithapur.mp3,JALANDHAR
Urban Estate Ph,urban_estate_ph.mp3,JALANDHAR
Upkar Nagar,upkar_nagar.mp3,JALANDHAR
Uttam Nagar,uttam_nagar.mp3,JALANDHAR
URBAN ESTATE PHASE,urban_estate_phase.mp3,JALANDHAR
V.I.P Colony,v.i.p_colony.mp3,JALANDHAR
Vada Vehra,vada_vehra.mp3,JALANDHAR
University Enclave,university_enclave.mp3,JALANDHAR
Valmik Mohalla Ramamandi,valmik_mohalla_ramamandi.mp3,JALANDHAR
TOWER TOWN,tower_town.mp3,JALANDHAR
Vadda Saipur,vadda_saipur.mp3,JALANDHAR
Valmiki Mandir,valmiki_mandir.mp3,JALANDHAR
Valmiki Gate,valmiki_gate.mp3,JALANDHAR
Valmiki Mohalla,valmiki_mohalla.mp3,JALANDHAR
Vasant Avenue,vasant_avenue.mp3,JALANDHAR
Vasant Vihar Ext.,vasant_vihar_ext..mp3,JALANDHAR
Valmiki Colony,valmiki_colony.mp3,JALANDHAR
Venus Velley,venus_velley.mp3,JALANDHAR
Vikaspuri,vikaspuri.mp3,JALANDHAR
Shashi Nagar,shashi_nagar.mp3,JALANDHAR
Vijay Colony,vijay_colony.mp3,JALANDHAR
Village Nagra,village_nagra.mp3,JALANDHAR
Village Dakoha,village_dakoha.mp3,JALANDHAR
Vijay Nagar,vijay_nagar.mp3,JALANDHAR
VIP Colony,vip_colony.mp3,JALANDHAR
Vinay Nagar,vinay_nagar.mp3,JALANDHAR
VIRK ENCLAVE,virk_enclave.mp3,JALANDHAR
Vivek Nagar,vivek_nagar.mp3,JALANDHAR
Viveka Nand Park,viveka_nand_park.mp3,JALANDHAR
Vivek Vihar,vivek_vihar.mp3,JALANDHAR
Vivekanand Park,vivekanand_park.mp3,JALANDHAR
Wadala Colony,wadala_colony.mp3,JALANDHAR
White Avenue,white_avenue.mp3,JALANDHAR
Vij Nagar,vij_nagar.mp3,JALANDHAR
Waryam Nagar,waryam_nagar.mp3,JALANDHAR
